rank,global_cell_id,scan_name,image_name,xmin,ymin,xmax,ymax,skeleton_length,num_junctions,num_components,num_end_nodes,num_start_nodes,total_nodes,end_to_start_ratio,soma_area,soma_perimeter,soma_circularity,cell_area,cell_perimeter,cell_convex_hull_area,cell_convex_hull_perimeter,cell_solidity,cell_convexity,cell_circularity,cell_convex_circularity,branch_area,branch_perimeter,sholl_min_radius,sholl_peak_radius,sholl_max_radius,sholl_peak,sholl_sum,min_dist_to_known,x_row_position
585,tile_x40960_y49664_gray_matter_cell_0,2018-001_Iba1_Temporal_pole_Batch_6,tile_x40960_y49664_gray_matter,87.24234,158.82526,180.58102,241.5086,191,5,3,4,3,7,1.3333333333333333,469,81.25483322143555,0.8926563531491404,2194,387.50461411476135,4110.0,242.9015293121338,0.5338199513381995,0.6268351923164387,0.1836084781771531,0.8753690504257743,1725,469.5878744125366,12,33,56,9,191,2.2884719071232804,105359
586,tile_x41472_y42496_gray_matter_cell_2,2017-160_Iba1_Temporal_pole_Batch_6,tile_x41472_y42496_gray_matter,101.39571,97.33503,158.60947,171.73737,69,2,3,4,3,7,1.3333333333333333,435,86.87005722522736,0.7243674150451521,740,257.2792184352875,2126.5,185.58239209651947,0.3479896543616271,0.7213267873914906,0.1404857156697061,0.7758927867869715,378,210.89444243907928,14,21,40,5,69,2.2884497131080743,88183
587,tile_x53760_y2560_gray_matter_cell_3,2014-048_Iba1_Temporal_pole_Batch_8,tile_x53760_y2560_gray_matter,268.43945,353.5575,378.5255,443.1068,193,4,6,10,6,16,1.6666666666666667,635,118.911687374115,0.5643317768975266,1743,523.9310202598572,5416.5,282.5695925951004,0.3217945167543616,0.5393259449592289,0.0797919403800244,0.8524673624438182,1137,565.4873691797256,9,57,70,17,193,2.286394423108937,7596
588,tile_x40448_y48128_gray_matter_cell_1,2017-026_Iba1_Temporal_pole_Batch_8,tile_x40448_y48128_gray_matter,55.337593,245.21521,95.809074,284.2246,3,0,3,0,0,0,0.0,700,103.5979790687561,0.8196063924758931,794,115.9827550649643,807.5,103.71368718147278,0.98328173374613,0.8942164472932259,0.7417260376963802,0.9433660576894544,169,99.25483322143556,12,12,19,1,3,2.2861697642677328,45907
589,tile_x67072_y11264_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_8,tile_x67072_y11264_gray_matter,402.13025,288.63177,489.16064,489.7104,232,3,2,5,2,7,2.5,529,89.5979790687561,0.8280739222079206,2014,543.1025931835175,7756.5,411.1108750104904,0.2596531940952749,0.7569672473863032,0.0858036133813843,0.5767103298507552,1485,633.5289993286133,17,62,89,11,232,2.284486850188766,66922
590,tile_x43008_y17408_gray_matter_cell_1,2016-020_Iba1_Temporal_pole_Batch_8,tile_x43008_y17408_gray_matter,50.640648,204.74408,116.47634,313.17828,109,5,4,9,2,11,4.5,1033,180.75230705738068,0.3973218849712885,743,397.1614682674408,2835.5,235.22645771503448,0.2620349144771645,0.5922690807373024,0.0591921973994574,0.6439722875602122,312,212.0660153627396,24,25,57,9,109,2.2843506685545396,21341
591,tile_x12288_y48128_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x12288_y48128_gray_matter,131.47275,9.269852,303.9874,150.04419,255,5,6,11,6,17,1.8333333333333333,593,106.08326029777528,0.6621720420059563,1705,562.6589421033859,9420.5,395.76776576042175,0.1809882702616634,0.703388387076769,0.0676774203963483,0.7557931989667673,1123,631.5289993286133,10,28,100,7,255,2.2823788525277298,81983
592,tile_x10240_y41984_gray_matter_cell_3,2016-020_Iba1_Temporal_pole_Batch_8,tile_x10240_y41984_gray_matter,51.557617,247.84253,206.41321,399.58392,350,8,2,9,2,11,4.5,367,72.18376553058624,0.8851092122524566,2005,666.6416971683502,13966.5,442.5593953132629,0.1435577990190813,0.663863957494848,0.0566942862381502,0.8960955479926076,1648,715.8549002408981,11,121,136,12,350,2.281535535267786,14951
593,tile_x12288_y20992_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x12288_y20992_gray_matter,51.618034,326.306,111.93896,375.89682,19,0,2,1,1,2,1.0,844,112.46803629398346,0.8384826603331773,1132,154.95331752300262,1262.0,142.47102344036102,0.8969889064976229,0.9194448090419968,0.5924538597539286,0.7812969533604325,393,202.30865597724917,19,28,38,2,19,2.281205651923736,81917
594,tile_x77824_y68608_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_6,tile_x77824_y68608_gray_matter,153.97217,114.53668,262.3656,185.08115,187,4,2,7,2,9,3.5,245,55.69848430156708,0.9924055725348108,1546,396.6761870384216,4290.5,257.25701332092285,0.3603309637571378,0.6485315270412368,0.1234659190562358,0.8146730011787348,1301,396.6761870384216,9,35,87,13,187,2.2800282139734707,61692
595,tile_x79360_y25088_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_8,tile_x79360_y25088_gray_matter,394.23975,369.286,500.3457,485.10828,250,6,4,11,4,15,2.75,321,63.94112491607666,0.9866300786496308,1766,551.6295045614243,6368.5,307.72363674640656,0.27730234749156,0.5578447748023626,0.0729298952023373,0.8451334756357066,1460,595.6711347103119,10,56,61,15,250,2.2796396904022473,68503
596,tile_x37888_y6144_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x37888_y6144_gray_matter,117.38571,222.82957,231.07782,425.7141,180,3,4,7,4,11,1.75,771,126.32590091228484,0.607126841497487,957,455.6051193475723,5315.5,348.2826603651047,0.1800395071018719,0.7644397430473264,0.0579354802219367,0.5506685583432528,491,318.7939372062683,16,36,92,6,180,2.2795862215779508,74843
597,tile_x28672_y19968_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x28672_y19968_gray_matter,177.24323,5.813286,261.17902,89.97272,70,1,4,2,4,6,0.5,1825,203.9655101299286,0.5512635289913798,2687,299.66399443149567,3615.0,232.8238821029663,0.7432918395573997,0.776949805213221,0.3760177981432266,0.838036844456209,879,472.0731556415558,20,22,50,10,70,2.2740700195240167,18753
598,tile_x26112_y7168_gray_matter_cell_4,2018-001_Iba1_Temporal_pole_Batch_6,tile_x26112_y7168_gray_matter,244.80551,248.51791,330.176,319.2277,69,0,2,1,1,2,1.0,355,78.66904675960541,0.7208259971988835,1090,269.66399443149567,2588.5,202.87025809288025,0.4210932972764149,0.7523075467326306,0.1883607605839496,0.7903532980810755,774,284.634556889534,13,44,66,12,69,2.2739555962488396,99269
599,tile_x29184_y46592_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_8,tile_x29184_y46592_gray_matter,215.02077,111.90936,372.80347,197.67319,224,4,2,7,2,9,3.5,254,56.87005722522736,0.9869070471454644,881,352.73506212234497,7718.5,365.5886249542236,0.1141413487076504,1.0364397084728154,0.0889792028038462,0.7257005020573919,627,395.1198381185532,10,36,75,11,224,2.272841329331775,63994
600,tile_x25600_y51200_gray_matter_cell_4,2017-063_Iba1_Temporal_pole_Batch_6,tile_x25600_y51200_gray_matter,312.67297,36.425766,392.0653,111.52872,74,1,3,4,3,7,1.3333333333333333,252,56.041630148887634,1.0082979530772962,462,176.95331752300262,1596.5,165.55161571502686,0.2893830253679925,0.9355666117619206,0.1854105410205016,0.7320014470875885,228,192.02438521385196,9,13,34,6,74,2.2719971759981044,54263
601,tile_x23040_y33280_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x23040_y33280_gray_matter,115.40981,85.17963,176.70132,268.9445,161,3,7,9,8,17,1.125,521,131.39696860313416,0.3792074800735779,1228,462.57568180561066,3910.0,342.3348447084427,0.3140664961636829,0.7400623469270546,0.0721178275273047,0.4192609450335868,783,432.4335464239121,3,41,85,6,161,2.2691167224726394,44164
602,tile_x77312_y25600_gray_matter_cell_0,2014-048_Iba1_Temporal_pole_Batch_8,tile_x77312_y25600_gray_matter,112.213066,211.75533,193.95514,408.33746,177,3,2,4,1,5,4.0,1089,135.7401144504547,0.7427135063747204,2559,483.78888487815857,6297.0,391.1180605888367,0.4063839923773225,0.8084478019525791,0.1373941930136366,0.517282535280799,1479,547.9310202598572,27,72,151,8,177,2.268729385532564,12953
603,tile_x79872_y33792_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x79872_y33792_gray_matter,281.34912,163.91666,442.41693,331.9824,293,5,3,8,3,11,2.6666666666666665,588,91.01219260692596,0.8920476133795707,2670,610.558436870575,9787.0,422.5296149253845,0.27281087156432,0.6920379596932039,0.0900050032117175,0.6888824877650933,2082,610.558436870575,14,63,89,16,293,2.2682338194396627,50874
604,tile_x30720_y56832_gray_matter_cell_2,2017-160_Iba1_Temporal_pole_Batch_6,tile_x30720_y56832_gray_matter,295.63858,294.95654,322.38107,315.8131,0,0,0,0,0,0,0.0,402,76.14213538169861,0.871336310686505,288,63.21320307254791,271.0,60.58944010734558,1.062730627306273,0.95849343431955,0.9057049843401904,0.9276524080758384,1,0.0,0,0,0,0,0,2.2679315602832473,86245
605,tile_x70144_y11264_gray_matter_cell_1,2017-014_Iba1_Temporal_pole_Batch_6,tile_x70144_y11264_gray_matter,47.91101,69.40985,192.66418,182.97238,220,3,3,6,3,9,2.0,374,74.66904675960541,0.8429469664449893,1748,528.0142805576324,9005.5,379.067751288414,0.1941036033535061,0.7179119301244713,0.0787879780544804,0.7875606644289177,1374,528.0142805576324,10,35,112,14,220,2.2678900869327183,40037
606,tile_x24064_y32256_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x24064_y32256_gray_matter,68.5927,113.227875,150.63914,209.11276,100,2,3,2,3,5,0.6666666666666666,666,144.61017167568207,0.4002085934922672,1432,312.9777027368545,3444.5,235.0588610172272,0.4157352300769342,0.7510402784662906,0.1837071607234038,0.7833986128842965,776,393.3036036491394,13,53,56,7,100,2.2677309120520763,17794
607,tile_x14848_y15872_gray_matter_cell_0,2018-001_Iba1_Temporal_pole_Batch_6,tile_x14848_y15872_gray_matter,386.60394,386.0917,442.67108,448.95926,47,0,3,3,3,6,1.0,235,56.28427076339722,0.9321882813880316,515,158.36753106117249,1190.0,145.66588699817655,0.4327731092436975,0.9197964129522884,0.2580386735648197,0.7047597778165443,305,174.85281229019165,9,12,38,4,47,2.2676057957903724,94949
608,tile_x75264_y56320_gray_matter_cell_0,2014-048_Iba1_Temporal_pole_Batch_8,tile_x75264_y56320_gray_matter,28.372032,362.01935,89.15756,456.5993,118,7,4,9,3,12,3.0,446,92.42640614509584,0.6560736413172334,1568,298.4924215078354,2641.0,212.51712691783905,0.5937145020825445,0.7119682497944442,0.2211512018857676,0.734835947407971,1123,389.7472547292709,8,56,61,7,118,2.2660424196868654,12501
609,tile_x28160_y34816_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_8,tile_x28160_y34816_gray_matter,275.68774,105.33218,338.4574,230.31491,99,4,6,5,9,14,0.5555555555555556,1373,233.722869515419,0.315847891391777,1319,424.57568180561066,3788.5,267.4172924757004,0.3481589019400818,0.6298459943311961,0.0919484532972897,0.6657300807826837,424,235.37972366809845,4,52,56,8,99,2.2658022984661947,63884
610,tile_x58880_y24576_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x58880_y24576_gray_matter,326.52484,100.92197,508.45404,201.69885,239,3,3,6,3,9,2.0,448,79.01219260692596,0.9017780303181708,1697,559.0020879507065,7303.0,356.868052482605,0.2323702587977543,0.638402002738269,0.0682440584489706,0.7206025971298597,1249,630.357426404953,14,68,82,9,239,2.264813224565162,77733
611,tile_x7168_y33280_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x7168_y33280_gray_matter,161.7467,65.16637,296.00192,216.50935,336,6,5,11,4,15,2.75,939,121.74011445045473,0.7961740986170889,2720,649.369619011879,13330.5,442.2830567359924,0.2040433592138329,0.681096010326134,0.0810578043757484,0.856358668695853,1783,764.5239470005035,18,54,101,16,336,2.264586688455297,92571
612,tile_x87040_y21504_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x87040_y21504_gray_matter,169.89069,296.67056,283.56702,467.46646,205,2,4,6,4,10,1.5,967,172.1248904466629,0.4101559200697456,2076,606.4995617866516,8776.0,373.70639204978943,0.2365542388331814,0.6161692696840697,0.0709212253181121,0.7896696122869818,1202,598.256921172142,12,38,95,6,205,2.264510078561574,51632
613,tile_x83456_y3584_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x83456_y3584_gray_matter,205.25745,64.31204,285.99347,236.46732,233,6,3,9,3,12,3.0,263,57.455843687057495,1.0011455009081314,1264,457.9310202598572,5171.5,327.97445368766785,0.2444165135840665,0.7162092961109202,0.0757454954555838,0.6041521959631139,1020,471.34523379802704,10,44,93,17,233,2.2641322953629457,51335
614,tile_x87040_y44544_gray_matter_cell_4,2017-129_Iba1_Tp_B8_100,tile_x87040_y44544_gray_matter,82.20111,188.95746,173.47963,299.85928,107,3,1,4,1,5,4.0,787,132.1248904466629,0.5665200906268798,896,307.4213538169861,3583.0,258.94425880908966,0.2500697739324588,0.8423105799060537,0.1191378647380244,0.671497034746915,366,254.45079135894773,29,41,77,7,107,2.263717605149029,80868
615,tile_x86016_y34816_gray_matter_cell_1,2017-026_Iba1_Temporal_pole_Batch_8,tile_x86016_y34816_gray_matter,130.32108,138.7615,242.31332,231.27255,127,1,3,4,3,7,1.3333333333333333,530,87.25483322143555,0.8747959185620958,989,314.0071402788162,4148.0,258.1455612182617,0.2384281581485053,0.8221009273516731,0.1260454311683549,0.7822026593209102,509,339.90663504600525,13,62,70,5,127,2.2611673504410845,51577
616,tile_x71680_y41984_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x71680_y41984_gray_matter,405.73145,50.439465,509.41168,147.88951,115,1,3,3,2,5,1.5,408,79.01219260692596,0.8212621347540484,848,310.4924215078354,3444.0,248.31106042861936,0.2462253193960511,0.7997330795474928,0.1105359905604438,0.7019091075504909,495,283.52185904979706,9,51,72,6,115,2.2591744735680996,49863
617,tile_x36352_y20992_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x36352_y20992_gray_matter,240.27946,229.49963,402.46234,415.78168,297,4,4,8,4,12,2.0,1063,159.29646337032318,0.5264181574670092,3076,832.4823168516159,11240.5,424.148321390152,0.2736533072372225,0.5094982954043376,0.0557758452786783,0.7851632948561234,2040,902.180801153183,20,56,86,16,297,2.2586295545380004,74499
618,tile_x8704_y65024_gray_matter_cell_1,2018-001_Iba1_Temporal_pole_Batch_6,tile_x8704_y65024_gray_matter,276.31848,199.21536,322.30823,259.72415,29,0,2,1,1,2,1.0,346,71.5979790687561,0.8481729830766324,549,120.32590091228484,683.5,124.34056186676024,0.803218727139722,1.0333648942084548,0.4765011623736151,0.5555494626927604,309,123.15432798862456,11,16,43,2,29,2.2571732814259433,106516
619,tile_x89088_y36864_gray_matter_cell_1,2017-129_Iba1_Tp_B8_100,tile_x89088_y36864_gray_matter,273.01666,335.48434,444.73615,438.26187,243,5,5,11,5,16,2.2,481,91.84061968326569,0.7166140678880469,1567,527.1442233324051,7923.5,365.7577240467072,0.1977661387013314,0.6938475427740175,0.0708630689806987,0.7442861091531757,1099,586.0142805576324,12,64,91,9,243,2.2562244638594184,81070
620,tile_x25600_y35840_gray_matter_cell_1,2018-001_Iba1_Temporal_pole_Batch_6,tile_x25600_y35840_gray_matter,381.31766,321.22968,453.00607,371.96014,67,0,2,2,2,4,1.0,443,82.5269113779068,0.8173769884927251,927,240.30865597724917,2145.5,186.25802743434903,0.4320671172220927,0.7750783120021393,0.201720840575356,0.7771563222614566,526,251.62236428260803,15,20,57,3,67,2.2545782356812105,98838
621,tile_x6656_y11264_gray_matter_cell_1,2017-026_Iba1_Temporal_pole_Batch_8,tile_x6656_y11264_gray_matter,239.4426,8.25219,284.178,86.681564,56,0,4,3,5,8,0.6,521,120.22539567947388,0.4529551033968422,671,182.36753106117249,1394.5,172.0818566083908,0.4811760487629974,0.943599201058814,0.2535346647858513,0.5917771834826333,287,175.29646337032318,7,9,42,4,56,2.2519684727123606,49331
622,tile_x31232_y15360_gray_matter_cell_0,2018-001_Iba1_Temporal_pole_Batch_6,tile_x31232_y15360_gray_matter,191.0528,53.287216,280.9333,123.04915,90,4,2,5,3,8,1.6666666666666667,506,112.32590091228484,0.5039652131792045,827,267.0365778207779,2526.5,203.66658568382263,0.3273302988323768,0.7626917156664352,0.1457383559938202,0.7654020144848226,404,230.1665205955505,15,49,55,9,90,2.249012181578909,101736
623,tile_x91136_y33792_gray_matter_cell_3,2017-129_Iba1_Tp_B8_100,tile_x91136_y33792_gray_matter,216.19513,127.971504,362.12762,269.06622,175,3,3,6,2,8,3.0,512,91.49747383594512,0.7685314022526004,1226,302.0071402788162,6018.0,334.3927936553955,0.2037221668328348,1.1072347274527368,0.1689141033720109,0.6763137674108303,714,361.7056245803833,15,60,76,11,175,2.2480060716498533,81196
624,tile_x9728_y3584_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x9728_y3584_gray_matter,418.40198,273.9016,505.60522,348.05505,102,2,4,5,3,8,1.6666666666666667,547,95.01219260692596,0.7614449477073815,1316,294.2497808933258,2765.0,223.47977459430692,0.4759493670886076,0.7594900288993756,0.191000039492131,0.6957104877781763,769,357.7056245803833,16,26,57,10,102,2.24518358514115,52030
625,tile_x58368_y37888_gray_matter_cell_4,2017-026_Iba1_Temporal_pole_Batch_8,tile_x58368_y37888_gray_matter,209.93213,300.22705,299.57556,450.7566,149,1,6,6,7,13,0.8571428571428571,594,128.81118214130402,0.4498722213001937,2032,410.3330411911011,5729.5,320.480850815773,0.3546557291212148,0.781026187619432,0.1516563465957391,0.7010071020921677,1463,491.34523379802704,14,29,80,10,149,2.2444842554450606,48340
626,tile_x4608_y28672_gray_matter_cell_1,2018-001_Iba1_Temporal_pole_Batch_6,tile_x4608_y28672_gray_matter,155.57144,243.16454,254.25082,328.51733,125,2,2,4,2,6,2.0,357,69.11269783973694,0.9392093076934528,880,269.76449966430664,3913.5,259.262659907341,0.2248626549124824,0.961070341835067,0.1519577806791573,0.7316363213405109,527,320.3919162750244,10,68,82,6,125,2.242282984755972,105642
627,tile_x8192_y18944_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x8192_y18944_gray_matter,343.4014,43.08574,395.08084,188.98035,108,2,3,5,2,7,2.5,313,67.11269783973694,0.8732624924124373,1056,303.2792184352875,1967.5,257.94458639621735,0.5367217280813215,0.8505185014886094,0.1442741345388876,0.3715966327312919,749,351.5634891986847,13,17,79,5,108,2.241666176364527,51125
628,tile_x16384_y49152_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_6,tile_x16384_y49152_gray_matter,390.43567,392.90387,435.15698,439.67657,47,0,3,3,3,6,1.0,320,64.28427076339722,0.9730841508470678,659,157.1959581375122,981.0,117.61948156356812,0.6717635066258919,0.748234769883057,0.335129399467961,0.8910874964405838,339,157.1959581375122,10,29,29,5,47,2.2397921463838775,52949
629,tile_x43520_y45568_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x43520_y45568_gray_matter,48.428833,52.44005,142.21577,120.42407,135,5,6,9,5,14,1.8,780,132.95331752300262,0.5545058210404202,1314,427.9898953437805,3367.5,220.4412270784378,0.3902004454342984,0.5150617560757355,0.0901442849199918,0.870826885393153,619,375.8061298131943,11,31,49,16,135,2.2384449876744186,37576
630,tile_x66560_y38400_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x66560_y38400_gray_matter,237.56677,199.09148,345.47003,348.29498,200,5,3,8,3,11,2.6666666666666665,328,67.69848430156708,0.8993439489572547,1862,501.546244263649,5569.5,332.70052802562714,0.3343208546548164,0.6633496548540311,0.0930181237969427,0.6322940456216608,1538,542.4163014888763,12,35,124,7,200,2.2382964402706547,91648
631,tile_x37376_y21504_gray_matter_cell_1,2017-014_Iba1_Temporal_pole_Batch_6,tile_x37376_y21504_gray_matter,110.2814,93.56491,185.85141,208.19171,152,4,4,8,5,13,1.6,234,54.87005722522736,0.9766858485667832,889,365.6051193475723,3161.0,248.4763494729996,0.2812401138880101,0.6796303889737902,0.083577059732225,0.6433750929503416,669,397.7472547292709,9,27,67,10,152,2.23824582177811,36354
632,tile_x91136_y3072_gray_matter_cell_1,2017-014_Iba1_Temporal_pole_Batch_6,tile_x91136_y3072_gray_matter,179.9963,415.1659,250.59131,492.13025,59,1,2,1,3,4,0.3333333333333333,539,88.66904675960541,0.8614985484417081,563,167.88224983215332,1418.0,154.69246459007263,0.3970380818053596,0.9214343073477532,0.2510202151861395,0.7446424273771506,155,149.39696860313416,12,20,48,4,59,2.2373139716519104,42249
633,tile_x35840_y38400_gray_matter_cell_1,2017-014_Iba1_Temporal_pole_Batch_6,tile_x35840_y38400_gray_matter,32.563225,365.75952,106.91387,437.71875,45,0,3,3,3,6,1.0,573,101.15432798862456,0.7037129570971604,978,209.722869515419,1311.0,178.35947835445404,0.7459954233409611,0.8504531659640528,0.2794197734847021,0.5178693029730382,463,246.9360725879669,16,19,48,2,45,2.237095071012647,36011
634,tile_x38912_y11776_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x38912_y11776_gray_matter,382.4853,203.31119,486.31543,307.87576,117,3,5,9,4,13,2.25,466,83.01219260692596,0.8497907717516017,1080,295.52185904979706,2404.5,206.76688468456268,0.4491578290704928,0.6996669733649764,0.15540121114944,0.7067611629531066,622,352.3919162750244,10,15,49,7,117,2.2349825883706873,36625
635,tile_x49664_y40960_gray_matter_cell_2,2017-160_Iba1_Temporal_pole_Batch_6,tile_x49664_y40960_gray_matter,144.60028,128.88278,272.4328,240.06729,268,11,3,11,3,14,3.6666666666666665,437,80.18376553058624,0.8541190457392468,2210,579.3279888629913,6876.0,326.6173404455185,0.3214077952297847,0.5637865712073548,0.0827471635765639,0.8099668707621246,1773,658.3401814699173,10,71,94,16,268,2.2348459482709297,89115
636,tile_x76288_y23552_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x76288_y23552_gray_matter,158.3818,34.978046,283.04684,138.42427,221,5,4,9,4,13,2.25,574,86.42640614509583,0.965670241165387,1366,371.7056245803833,7430.5,330.330912232399,0.1838368885001009,0.8886895714997801,0.124240244601256,0.8557156389061835,793,424.8183224201202,14,58,94,20,221,2.233633062305615,26922
637,tile_x40448_y52736_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x40448_y52736_gray_matter,383.924,240.81122,464.0506,379.17474,150,5,3,6,3,9,2.0,332,67.35533845424652,0.9196104594432174,1388,382.19090580940247,3769.0,290.0128802061081,0.3682674449456089,0.7588168001850277,0.119409431976881,0.5631206176993907,1074,417.1614682674408,9,41,85,7,150,2.2328325662884967,45913
638,tile_x16896_y35840_gray_matter_cell_0,2018-001_Iba1_Temporal_pole_Batch_6,tile_x16896_y35840_gray_matter,365.03857,309.2996,461.61487,389.2687,122,3,3,5,2,7,2.5,283,66.38477599620819,0.8069735705913225,745,314.0071402788162,2929.0,225.0811749696732,0.2543530215090475,0.7168027286571157,0.0949482772703988,0.7265255443367015,563,296.83556735515594,10,71,83,6,122,2.230941013183155,95936
639,tile_x60416_y24064_gray_matter_cell_1,2017-129_Iba1_Tp_B8_100,tile_x60416_y24064_gray_matter,219.86188,99.55328,269.6804,151.22542,25,0,2,2,2,4,1.0,706,101.25483322143556,0.8653325489552371,1155,150.02438521385193,1243.5,135.07531440258026,0.9288299155609168,0.9003557269042459,0.6448640058718755,0.8564532849770464,495,148.61017167568207,16,17,31,2,25,2.2304004245877698,77911
640,tile_x14848_y8704_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x14848_y8704_gray_matter,284.81085,242.07077,408.57794,319.91226,159,3,3,5,2,7,2.5,280,60.28427076339722,0.9681883928939302,1380,348.634556889534,3907.5,269.2455989122391,0.3531669865642994,0.7722860330152252,0.1426750671072219,0.6773476440955832,1101,398.0904005765915,10,29,78,13,159,2.2303599042935156,43577
641,tile_x35840_y6656_gray_matter_cell_1,2017-129_Iba1_Tp_B8_100,tile_x35840_y6656_gray_matter,209.29736,235.59088,304.7531,330.77405,154,3,4,6,5,11,1.2,379,83.01219260692596,0.6911388465533412,697,264.7939372062683,4445.5,266.3995864391327,0.1567877629063097,1.006063768867992,0.1249184445294581,0.7871606687359903,373,271.37972366809845,8,61,63,10,154,2.2301880959362155,74483
642,tile_x78336_y28672_gray_matter_cell_1,2017-014_Iba1_Temporal_pole_Batch_6,tile_x78336_y28672_gray_matter,161.33916,112.312805,229.01405,203.46774,89,3,3,7,3,10,2.333333333333333,587,103.35533845424652,0.690529343479252,1036,263.62236428260803,2057.0,193.83067417144773,0.5036460865337871,0.7352588415588963,0.1873290445743503,0.6880169586452692,524,239.23758828639984,19,29,49,8,89,2.2285213598313303,41050
643,tile_x35328_y10752_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x35328_y10752_gray_matter,364.3425,266.02094,510.07687,371.31866,231,4,7,9,7,16,1.2857142857142858,749,110.81118214130402,0.7665217911452227,1970,528.1736608743668,6332.0,322.3372869491577,0.3111181301326595,0.6102865607034312,0.0887406510106936,0.7658252436834937,1246,566.457931637764,12,25,72,8,231,2.225738328445099,35852
644,tile_x52224_y14336_gray_matter_cell_1,2016-020_Iba1_Temporal_pole_Batch_8,tile_x52224_y14336_gray_matter,37.818695,223.91011,167.78445,385.70782,301,4,6,10,6,16,1.6666666666666667,916,132.2670258283615,0.6579640445395006,2520,630.1980460882187,12322.5,432.2703714370728,0.2045039561777236,0.685927819231228,0.079736340559642,0.8287007890129452,1606,754.2224313020706,14,66,96,14,301,2.2250139009639973,23114
645,tile_x15360_y13312_gray_matter_cell_1,2018-001_Iba1_Temporal_pole_Batch_6,tile_x15360_y13312_gray_matter,150.751,41.66443,217.07397,80.731285,61,1,1,1,2,3,0.5,342,71.11269783973694,0.8498487893138615,1267,155.63960921764374,1321.0,146.25097477436066,0.959121877365632,0.9396770880466928,0.6572736404291213,0.77609545997301,925,155.63960921764374,8,31,41,5,61,2.224379295482207,95186
646,tile_x10240_y18432_gray_matter_cell_2,2017-129_Iba1_Tp_B8_100,tile_x10240_y18432_gray_matter,109.77557,144.36838,202.4739,249.51297,197,9,2,10,2,12,5.0,320,68.28427076339722,0.8624193473515535,1704,463.0020879507065,4185.5,261.4942137002945,0.4071198184207382,0.5647797720690505,0.0998880547030443,0.7691889624429039,1409,456.1736608743668,12,74,82,10,197,2.224218518894337,69204
647,tile_x23040_y22528_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x23040_y22528_gray_matter,91.71008,269.66248,214.1687,450.16724,281,7,6,14,6,20,2.333333333333333,844,188.55129659175876,0.298327483159215,1813,674.9259679317474,11448.0,439.8926553726196,0.1583682739343116,0.6517643064181289,0.050014437876088,0.7434402377276961,1109,627.369619011879,13,41,113,11,281,2.2238632844095414,44153
648,tile_x68608_y21504_gray_matter_cell_4,2014-048_Iba1_Temporal_pole_Batch_8,tile_x68608_y21504_gray_matter,202.33524,61.620583,251.0947,126.19718,40,2,2,4,2,6,2.0,312,65.69848430156708,0.9083511230937146,680,152.61017167568207,830.0,132.38529086112976,0.8192771084337349,0.8674735727476082,0.3669034664488815,0.5951254028967383,370,194.6518018245697,12,15,37,4,40,2.222212893579907,10876
649,tile_x38400_y12288_gray_matter_cell_2,2014-048_Iba1_Temporal_pole_Batch_8,tile_x38400_y12288_gray_matter,335.46313,271.855,463.43256,357.52182,212,8,4,11,5,16,2.2,720,103.15432798862456,0.8502907452916235,2145,536.8010774850845,6078.5,309.332470536232,0.3528831126100189,0.5762515827752359,0.0935428080409132,0.7982800295751764,1428,604.3990565538406,15,59,85,12,212,2.220354428375314,4204
